,0
62097,3478
62098,69734
62099,89146
62100,56288
62101,57879
62102,-66970
62103,-17911
62104,55788
62105,-43648
62106,-17896
62107,-61495
62108,-92650
62109,-819
62110,-94545
62111,-69186
62112,37024
62113,61966
62114,-85384
62115,-47291
62116,-86797
62117,49543
62118,17507
62119,54761
62120,-38951
62121,58969
62122,84450
62123,21974
62124,70751
62125,-64777
62126,10142
62127,64683
62128,-52887
62129,14789
62130,-3292
62131,93193
62132,-34338
62133,-45464
62134,-97489
62135,67673
62136,-682
62137,-57910
62138,13539
62139,40642
62140,42701
62141,69272
62142,34865
62143,78903
62144,-79956
62145,-71548
62146,58759
62147,61810
62148,-63567
62149,92732
62150,-79344
62151,-76680
62152,19063
62153,-2273
62154,18094
62155,-500
62156,23391
62157,71804
62158,-92617
62159,93792
62160,-11476
62161,95069
62162,47317
62163,97157
62164,-84909
62165,628
62166,96722
62167,-22144
62168,-54499
62169,97744
62170,58513
62171,24228
62172,-81041
62173,63576
62174,-67409
62175,71601
62176,18246
62177,56456
62178,23402
62179,18323
62180,-57986
62181,-99847
62182,-37996
62183,93928
62184,19153
62185,-47013
62186,-84136
62187,43541
62188,1053
62189,-94116
62190,37811
62191,27616
62192,-49292
62193,21342
62194,37073
62195,65566
62196,-76401
62197,-49541
62198,87215
62199,-82347
62200,-96842
62201,-95086
62202,52041
62203,49285
62204,6953
62205,40586
62206,20898
62207,77304
62208,-30534
62209,-54443
62210,-84190
62211,-99948
62212,55290
62213,95045
62214,36994
62215,86753
62216,-74251
62217,-15090
62218,54310
62219,-69256
62220,53824
62221,-51950
62222,47092
62223,63641
62224,96645
62225,-75572
62226,47229
62227,-6626
62228,80724
62229,77437
62230,94475
62231,-14601
62232,61742
62233,-83971
62234,59090
62235,28893
62236,-51843
62237,26152
62238,88094
62239,98369
62240,43378
62241,29579
62242,-5990
62243,89829
62244,60490
62245,66604
62246,-29262
62247,-85138
62248,93284
62249,-42990
62250,59109
62251,-93380
62252,-27588
62253,74202
62254,24993
62255,-806
62256,66748
62257,-86006
62258,94423
62259,-33075
62260,37610
62261,-3342
62262,-23666
62263,44658
62264,-29792
62265,-5235
62266,-50269
62267,-62868
62268,-73189
62269,29379
62270,-39332
62271,-89089
62272,-12283
62273,-58069
62274,-30106
62275,-24086
62276,-96663
62277,24208
62278,39696
62279,75242
62280,4777
62281,-45230
62282,42480
62283,-99872
62284,-5432
62285,86101
62286,91406
62287,86194
62288,-86102
62289,3319
62290,12409
62291,-4865
62292,-35407
62293,23514
62294,46286
62295,59754
62296,-31984
62297,-85657
62298,-6828
62299,66900
62300,58022
62301,32049
62302,3858
62303,-89180
62304,-6922
62305,-61212
62306,30333
62307,-96868
62308,-74068
62309,-33766
62310,-61386
62311,-57060
62312,53537
62313,15145
62314,-47006
62315,57699
62316,58059
62317,-136
62318,79217
62319,91799
62320,26262
62321,14997
62322,-72175
62323,15540
62324,99722
62325,-14146
62326,35609
62327,93592
62328,-55608
62329,31142
62330,52493
62331,-90174
62332,-63265
62333,59425
62334,-60451
62335,57518
62336,-57159
62337,94254
62338,81185
62339,65299
62340,-72640
62341,87948
62342,70489
62343,75184
62344,32053
62345,33862
62346,-14432
62347,34307
62348,-10317
62349,89884
62350,-86666
62351,15688
62352,24783
62353,77560
62354,81164
62355,22780
62356,71678
62357,7048
62358,-45088
62359,-63683
62360,58179
62361,49800
62362,-35754
62363,-92461
62364,95947
62365,-56062
62366,-10539
62367,79481
62368,32895
62369,69844
62370,31942
62371,-33341
62372,-47538
62373,25464
62374,17528
62375,53412
62376,32427
62377,65214
62378,-59918
62379,-99037
62380,-83321
62381,-64963
62382,-26383
62383,25001
62384,-18064
62385,7423
62386,90415
62387,-28697
62388,85026
62389,45420
62390,-87788
62391,84292
62392,73115
62393,-70032
62394,-81941
62395,-1057
62396,63201
62397,93954
62398,80409
62399,74041
62400,29683
62401,-42144
62402,18019
62403,83105
62404,-4704
62405,-69091
62406,9995
62407,-53684
62408,77225
62409,-19953
62410,-27949
62411,44523
62412,3788
62413,-16789
62414,72201
62415,33535
62416,-84134
62417,-75939
62418,-54460
62419,-35452
62420,-68630
62421,75149
62422,56876
62423,-17879
62424,-47010
62425,32146
62426,87077
62427,15374
62428,-8627
62429,97899
62430,-16887
62431,51994
62432,45087
62433,-9423
62434,74991
62435,19826
62436,-24451
62437,74722
62438,-51885
62439,-43333
62440,-63049
62441,-44706
62442,50830
62443,-73746
62444,61549
62445,76313
62446,-71116
62447,-82165
62448,68367
62449,64116
62450,34199
62451,-34984
62452,-8161
62453,90801
62454,-87046
62455,-92993
62456,60740
62457,94345
62458,-39425
62459,-69435
62460,-80822
62461,-54718
62462,65919
62463,93202
62464,7240
62465,55007
62466,95530
62467,18430
62468,51041
62469,-98616
62470,-28086
62471,2797
62472,-59092
62473,-11643
62474,83605
62475,-73314
62476,85972
62477,-80739
62478,-35545
62479,-38587
62480,-99578
62481,-38959
62482,13201
62483,82098
62484,63759
62485,-37342
62486,-83098
62487,93571
62488,79650
62489,84792
62490,23710
62491,-88486
62492,18495
62493,-92862
62494,20462
62495,32552
62496,61074
62497,-59878
62498,8766
62499,99817
62500,-99266
62501,-94365
62502,65260
62503,-80168
62504,47566
62505,58985
62506,-82037
62507,94140
62508,69807
62509,-53610
62510,44309
62511,-81027
62512,32312
62513,-7800
62514,-57410
62515,-41974
62516,-70339
62517,-59299
62518,-42147
62519,11344
62520,-42058
62521,88458
62522,-43599
62523,-65108
62524,-93600
62525,-13513
62526,93418
62527,-82524
62528,-47128
62529,-15103
62530,-39971
62531,-71889
62532,50900
62533,19471
62534,87339
62535,81664
62536,12524
62537,93585
62538,16639
62539,47375
62540,66253
62541,-43368
62542,41643
62543,816
62544,-30761
62545,37451
62546,-82468
62547,-34535
62548,80525
62549,-16818
62550,83708
62551,-22678
62552,26668
62553,15092
62554,46245
62555,21885
62556,-35311
62557,40665
62558,81052
62559,-63083
62560,80712
62561,-58265
62562,-7672
62563,48816
62564,72785
62565,24460
62566,-6772
62567,75398
62568,74596
62569,71960
62570,-74983
62571,44758
62572,-62748
62573,22816
62574,59005
62575,72478
62576,71087
62577,-16545
62578,-49275
62579,80983
62580,96440
62581,-79126
62582,-28989
62583,-98835
62584,-13561
62585,1222
62586,40748
62587,-57305
62588,88040
62589,22946
62590,4918
62591,74514
62592,14691
62593,-76064
62594,-57210
62595,-82078
62596,69251
62597,34018
62598,72303
62599,46371
62600,37209
62601,61726
62602,-14866
62603,-47301
62604,96278
62605,-59278
62606,-17868
62607,8418
62608,-89152
62609,74569
62610,20462
62611,20644
62612,-46499
62613,-54506
62614,-52571
62615,-89270
62616,39110
62617,39961
62618,-1093
62619,3335
62620,-10383
62621,-64810
62622,-59503
62623,-98376
62624,31892
62625,9031
62626,67048
62627,91747
62628,-38733
62629,7417
62630,21733
62631,-37891
62632,57484
62633,-35922
62634,13560
62635,60084
62636,-38718
62637,-12115
62638,8312
62639,72559
62640,-90262
62641,88339
62642,-91651
62643,86335
62644,6792
62645,26787
62646,-94786
62647,54815
62648,-17389
62649,76685
62650,44297
62651,45484
62652,-75447
62653,-52503
62654,-30151
62655,33976
62656,-72335
62657,-86076
62658,-62392
62659,91829
62660,48562
62661,7044
62662,-98415
62663,-12912
62664,6729
62665,-70574
62666,-37194
62667,-99469
62668,1206
62669,11795
62670,-14066
62671,13195
62672,-27757
62673,71436
62674,96194
62675,7364
62676,-65407
62677,-49181
62678,36272
62679,-14775
62680,-18786
62681,-55653
62682,1559
62683,48424
62684,42863
62685,-91234
62686,-41914
62687,-21603
62688,17635
62689,81697
62690,18987
62691,-60444
62692,-54864
62693,-68837
62694,97845
62695,-29820
62696,-23044
62697,23692
62698,52109
62699,59962
62700,97692
62701,78451
62702,35897
62703,58181
62704,-79670
62705,-57488
62706,72701
62707,28481
62708,-57480
62709,36276
62710,16416
62711,97450
62712,-36754
62713,4013
62714,-73812
62715,-54605
62716,48155
62717,70917
62718,71579
62719,38272
62720,4403
62721,-24246
62722,52762
62723,48623
62724,64009
62725,-70721
62726,96800
62727,68294
62728,93972
62729,-12825
62730,-50581
62731,14974
62732,69007
62733,-94241
62734,-92669
62735,-85111
62736,-18814
62737,-84873
62738,-67727
62739,81621
62740,-25356
62741,61449
62742,29358
62743,-4788
62744,57920
62745,30297
62746,31145
62747,39538
62748,53583
62749,-70113
62750,-4443
62751,-73174
62752,-16340
62753,1826
62754,97378
62755,26801
62756,-37715
62757,-98899
62758,72724
62759,-13140
62760,7927
62761,70547
62762,-6669
62763,-68351
62764,-46052
62765,-22764
62766,57933
62767,59701
62768,16710
62769,44556
62770,-64209
62771,-85224
62772,57698
62773,50822
62774,-75399
62775,22151
62776,-35854
62777,4609
62778,94414
62779,-76118
62780,-53376
62781,84744
62782,5627
62783,56514
62784,71247
62785,-64477
62786,-57323
62787,44437
62788,5630
62789,-85966
62790,-81872
62791,64994
62792,-7803
62793,-37624
62794,98834
62795,60165
62796,-74560
62797,-34704
62798,14261
62799,-24827
62800,-47998
62801,-90528
62802,67786
62803,1593
62804,-94548
62805,-54884
62806,61647
62807,23280
62808,89692
62809,77239
62810,-23681
62811,34512
62812,42399
62813,18690
62814,68032
62815,-7451
62816,82142
62817,-70047
62818,5496
62819,42596
62820,-39646
62821,71504
62822,50465
62823,55655
62824,37547
62825,-88522
62826,-42009
62827,95581
62828,45674
62829,22987
62830,-8096
62831,28214
62832,99839
62833,97888
62834,-50983
62835,53231
62836,-89593
62837,22579
62838,-33392
62839,-5825
62840,14134
62841,-43386
62842,-63425
62843,39306
62844,25360
62845,-72463
62846,45629
62847,79835
62848,62832
62849,-99599
62850,-82341
62851,20057
62852,-54770
62853,89667
62854,-26506
62855,87419
62856,-21481
62857,-34230
62858,-18599
62859,18722
62860,-34425
62861,-93304
62862,-12909
62863,-24822
62864,-92141
62865,65756
62866,1216
62867,15571
62868,29264
62869,14050
62870,-36576
62871,4980
62872,44685
62873,39493
62874,-62711
62875,61887
62876,90681
62877,95240
62878,-56636
62879,-78124
62880,2313
62881,25095
62882,97373
62883,-62095
62884,29530
62885,5120
62886,-39328
62887,-20262
62888,-16011
62889,-22080
62890,-69109
62891,-47107
62892,54245
62893,-52645
62894,-95105
62895,68168
62896,34162
62897,-16123
62898,-15875
62899,19502
62900,88751
62901,80160
62902,-11111
62903,-30242
62904,-23308
62905,-68628
62906,-89825
62907,-77880
62908,-93848
62909,-66804
62910,21297
62911,11085
62912,13583
62913,94186
62914,1238
62915,68144
62916,-30956
62917,-26928
62918,-58212
62919,-9853
62920,-68631
62921,-7343
62922,-4222
62923,-62459
62924,50411
62925,95502
62926,-60181
62927,-44042
62928,20544
62929,-60726
62930,-29197
62931,-82194
62932,-5888
62933,88854
62934,73622
62935,50083
62936,92602
62937,72169
62938,12126
62939,89071
62940,-31344
62941,14792
62942,82979
62943,39117
62944,-1255
62945,83982
62946,-62674
62947,23493
62948,-40472
62949,-24369
62950,-4862
62951,81883
62952,-39511
62953,19613
62954,11356
62955,44989
62956,35261
62957,-66330
62958,17456
62959,65983
62960,37024
62961,59271
62962,-79211
62963,-28055
62964,-11193
62965,-90242
62966,74992
62967,90139
62968,-77688
62969,-33030
62970,-86218
62971,-75163
62972,18406
62973,67314
62974,12654
62975,63555
62976,-70281
62977,-23346
62978,-62047
62979,67940
62980,-98709
62981,81862
62982,-67185
62983,2083
62984,99376
62985,82527
62986,-49192
62987,73112
62988,66042
62989,43094
62990,86439
62991,85584
62992,47409
62993,77634
62994,96592
62995,20764
62996,95825
62997,43544
62998,-90050
62999,96379
63000,45517
63001,4059
63002,-55870
63003,12449
63004,44832
63005,-64111
63006,-31326
63007,-1238
63008,95171
63009,15877
63010,-96954
63011,23510
63012,-39040
63013,32171
63014,20720
63015,-60777
63016,35502
63017,-36508
63018,-18898
63019,-28412
63020,-86747
63021,33739
63022,59365
63023,49716
63024,30803
63025,67988
63026,-58649
63027,28589
63028,-18311
63029,97670
63030,-23530
63031,18383
63032,26687
63033,99797
63034,-48447
63035,-41254
63036,-75495
63037,39255
63038,32777
63039,8435
63040,-25300
63041,-50388
63042,-13065
63043,38225
63044,-43855
63045,-88476
63046,-78008
63047,-39185
63048,13348
63049,21482
63050,-97548
63051,-14055
63052,94337
63053,29179
63054,48948
63055,-16418
63056,-87634
63057,4064
63058,-52590
63059,40564
63060,83449
63061,-44895
63062,12870
63063,91676
63064,-4644
63065,-25224
63066,-14789
63067,-40888
63068,17287
63069,-52050
63070,-83543
63071,15126
63072,94347
63073,-64536
63074,15798
63075,-27551
63076,-55622
63077,-96048
63078,-9679
63079,-38100
63080,-75461
63081,-91376
63082,37580
63083,-30675
63084,-44938
63085,1042
63086,-99242
63087,-52959
63088,94636
63089,-91411
63090,12627
63091,-62955
63092,-79245
63093,-70524
63094,89239
63095,69797
63096,-37632
63097,63285
63098,-80363
63099,99639
63100,-85473
63101,-55935
63102,61127
63103,-47397
63104,37529
63105,-91204
63106,29330
63107,-30415
63108,11361
63109,79070
63110,61116
63111,68174
63112,98129
63113,47486
63114,82845
63115,-28563
63116,-5954
63117,23277
63118,42625
63119,-15793
63120,-19968
63121,-33262
63122,-56871
63123,26161
63124,-23614
63125,20239
63126,-78657
63127,-71682
63128,-87318
63129,-38752
63130,78914
63131,-1816
63132,-82188
63133,-70249
63134,-69424
63135,-83045
63136,33858
63137,-7584
63138,99793
63139,-15857
63140,95508
63141,-77776
63142,-13951
63143,95053
63144,-39548
63145,-46511
63146,-60367
63147,82111
63148,38582
63149,63282
63150,51331
63151,-15639
63152,37727
63153,-58939
63154,19541
63155,-818
63156,93065
63157,-3538
63158,11490
63159,7940
63160,7691
63161,-60117
63162,-28068
63163,2418
63164,-70744
63165,-35654
63166,92423
63167,-80876
63168,-44932
63169,-94688
63170,52291
63171,40520
63172,-77488
63173,-50184
63174,-47235
63175,31602
63176,45475
63177,35809
63178,-57133
63179,78088
63180,-13824
63181,76049
63182,-26306
63183,12269
63184,-21304
63185,-49064
63186,-73513
63187,5333
63188,62443
63189,72138
63190,-21604
63191,-57563
63192,97399
63193,-18641
63194,-63059
63195,98336
63196,83408
63197,7040
63198,32457
63199,-75778
63200,-39280
63201,-85626
63202,-24303
63203,16573
63204,7925
63205,16768
63206,-13232
63207,-20277
63208,-99863
63209,-40585
63210,-55130
63211,-16193
63212,15850
63213,-44817
63214,-36021
63215,69653
63216,-70297
63217,-75715
63218,-91637
63219,-37455
63220,82812
63221,-19431
63222,-20690
63223,-8802
63224,9710
63225,38670
63226,-26817
63227,58576
63228,55070
63229,57751
63230,21908
63231,-68001
63232,-84724
63233,-91174
63234,85708
63235,-7058
63236,-62494
63237,80772
63238,-40376
63239,40010
63240,25652
63241,67368
63242,96522
63243,-49482
63244,-51425
63245,20535
63246,91713
63247,10532
63248,83615
63249,25229
63250,-26742
63251,18312
63252,-84499
63253,-20814
63254,79887
63255,20758
63256,12390
63257,31315
63258,4617
63259,33982
63260,22482
63261,62345
63262,28164
63263,-71997
63264,-57179
63265,30196
63266,25895
63267,-75758
63268,76856
63269,-84944
63270,32066
63271,-78630
63272,-741
63273,74457
63274,48812
63275,72069
63276,-19091
63277,3384
63278,-94070
63279,3196
63280,-32418
63281,88426
63282,75321
63283,49650
63284,1114
63285,-77628
63286,75892
63287,-58966
63288,17213
63289,-74255
63290,58584
63291,34385
63292,-26726
63293,-96400
63294,-52747
63295,-21381
63296,26129
63297,-18972
63298,-28558
63299,96087
63300,-98996
63301,16271
63302,-65659
63303,82756
63304,-30361
63305,-24435
63306,83576
63307,-54257
63308,-50785
63309,98017
63310,53878
63311,-66517
63312,15603
63313,-5241
63314,-21029
63315,-71850
63316,-74540
63317,-52912
63318,-40114
63319,75720
63320,-932
63321,-79706
63322,99936
63323,-68530
63324,-11626
63325,14319
63326,81779
63327,-93830
63328,-64563
63329,91580
63330,-31277
63331,-95057
63332,-27204
63333,-29744
63334,-39983
63335,-4214
63336,-9092
63337,-54287
63338,28958
63339,-50061
63340,-84957
63341,76857
63342,4216
63343,84251
63344,-80122
63345,-75332
63346,-41226
63347,-59853
63348,59175
63349,98500
63350,-86556
63351,91725
63352,91672
63353,-48082
63354,-95499
63355,-38048
63356,74658
63357,53458
63358,-70830
63359,18980
63360,-83939
63361,-26841
63362,-25421
63363,2011
63364,-1754
63365,16328
63366,-11619
63367,63671
63368,78314
63369,-58031
63370,36997
63371,-91113
63372,-91444
63373,-38528
63374,85462
63375,54943
63376,-75578
63377,54245
63378,-38187
63379,-87057
63380,45634
63381,99764
63382,-89567
63383,-50669
63384,16353
63385,-89237
63386,-86327
63387,-8949
63388,-83148
63389,-4007
63390,-92985
63391,26718
63392,11535
63393,58690
63394,-52683
63395,-58183
63396,77428
63397,-90632
63398,87889
63399,-38519
63400,77315
63401,10261
63402,47356
63403,69964
63404,-85886
63405,-12064
63406,-11580
63407,93881
63408,-70015
63409,-68161
63410,74146
63411,36426
63412,-94831
63413,-27574
63414,-83928
63415,-49326
63416,32534
63417,37623
63418,-22147
63419,11577
63420,-46047
63421,-8988
63422,-47313
63423,47568
63424,-33472
63425,-31191
63426,-26389
63427,-75760
63428,-81066
63429,55668
63430,39403
63431,26095
63432,84735
63433,-74917
63434,-64787
63435,-99410
63436,-98823
63437,-44395
63438,-53896
63439,-65120
63440,-14610
63441,70460
63442,61065
63443,-47081
63444,-15983
63445,-79432
63446,91513
63447,86390
63448,68072
63449,61082
63450,-27296
63451,-51763
63452,-42955
63453,98042
63454,80555
63455,42190
63456,48119
63457,93051
63458,-2
63459,48770
63460,-32899
63461,-49321
63462,73462
63463,-97805
63464,61063
63465,63858
63466,-94342
63467,-92521
63468,-67156
63469,-91849
63470,21256
63471,-34204
63472,52170
63473,490
63474,30254
63475,97319
63476,53908
63477,3328
63478,6836
63479,88294
63480,52800
63481,-85148
63482,12357
63483,-10944
63484,-72850
63485,42238
63486,87016
63487,-17648
63488,-38733
63489,-56032
63490,61798
63491,-55174
63492,16028
63493,50062
63494,-66541
63495,14071
63496,-43380
63497,-72290
63498,-71887
63499,87508
63500,-16396
63501,16602
63502,-45281
63503,73474
63504,-75455
63505,-30029
63506,13186
63507,-15940
63508,-53023
63509,58188
63510,15233
63511,-37137
63512,-22685
63513,55050
63514,-16870
63515,-66023
63516,98573
63517,87992
63518,-9069
63519,-14776
63520,-62298
63521,-77621
63522,-81793
63523,42969
63524,-57728
63525,14869
63526,73507
63527,90781
63528,96443
63529,10335
63530,-68770
63531,-93666
63532,-51066
63533,76360
63534,-27177
63535,-41250
63536,73347
63537,27518
63538,-98238
63539,64456
63540,4244
63541,-81614
63542,34117
63543,20678
63544,-22950
63545,-8321
63546,-70818
63547,79195
63548,-70195
63549,-6915
63550,-8833
63551,53131
63552,81238
63553,18537
63554,-6248
63555,-11280
63556,-62267
63557,14662
63558,-86862
63559,58565
63560,54863
63561,27549
63562,31878
63563,-40730
63564,11268
63565,62537
63566,-6997
63567,-78784
63568,-7891
63569,-69844
63570,-6119
63571,97961
63572,30944
63573,89747
63574,-83626
63575,41851
63576,11276
63577,-65436
63578,12941
63579,86516
63580,-70730
63581,-54405
63582,-37426
63583,-5585
63584,42966
63585,-4488
63586,38558
63587,-6115
63588,6122
63589,-87360
63590,71792
63591,57271
63592,77980
63593,-92542
63594,-84378
63595,-69775
63596,-54852
63597,45713
63598,15440
63599,42681
63600,-90614
63601,-97955
63602,-13444
63603,17881
63604,51186
63605,-42810
63606,93828
63607,-75010
63608,19552
63609,26173
63610,-42568
63611,-97704
63612,68969
63613,58944
63614,-60223
63615,78858
63616,58864
63617,-34572
63618,-19287
63619,30417
63620,67969
63621,-63983
63622,-11342
63623,-79633
63624,59798
63625,-70909
63626,-72849
63627,31061
63628,-1835
63629,93042
63630,-13339
63631,52108
63632,63138
63633,-68424
63634,-75336
63635,32621
63636,-18736
63637,87596
63638,-72463
63639,-75277
63640,-31371
63641,42902
63642,-1141
63643,65045
63644,28437
63645,32922
63646,-29012
63647,-73457
63648,-20336
63649,6548
63650,41813
63651,16911
63652,-32350
63653,-61847
63654,14256
63655,-50726
63656,59800
63657,-4219
63658,-7378
63659,-44079
63660,-69466
63661,-96203
63662,60809
63663,-90357
63664,-33783
63665,-90625
63666,-26041
63667,-6279
63668,-88121
63669,36213
63670,-21174
63671,-37358
63672,-89398
63673,-8394
63674,-59520
63675,84206
63676,94455
63677,-49885
63678,-25804
63679,32818
63680,-85523
63681,-52965
63682,-4328
63683,85669
63684,78401
63685,-96813
63686,61234
63687,-95743
63688,-87895
63689,-43824
63690,25496
63691,-20633
63692,61526
63693,34385
63694,47129
63695,-31667
63696,-36955
63697,-80678
63698,-38257
63699,-2660
63700,-66411
63701,-91948
63702,-88005
63703,-52275
63704,-63290
63705,-38990
63706,-32270
63707,70860
63708,28176
63709,-97259
63710,-41643
63711,-92420
63712,-10190
63713,11335
63714,-13507
63715,42942
63716,54280
63717,99647
63718,-61319
63719,-55931
63720,-92471
63721,60927
63722,-41277
63723,-18109
63724,-35132
63725,74925
63726,28514
63727,90690
63728,-58249
63729,-43219
63730,74008
63731,-2998
63732,-69505
63733,-3583
63734,-93613
63735,14635
63736,-67604
63737,44176
63738,-21636
63739,-52190
63740,-99740
63741,42394
63742,66289
63743,92070
63744,-89273
63745,-85161
63746,-65646
63747,-12296
63748,11192
63749,64327
63750,-53730
63751,-42662
63752,-18851
63753,46847
63754,10643
63755,-57114
63756,1576
63757,-36214
63758,-54167
63759,-19715
63760,68028
63761,-1456
63762,51300
63763,2379
63764,-67985
63765,-30252
63766,76373
63767,657
63768,-66943
63769,93925
63770,-2265
63771,31732
63772,25430
63773,44774
63774,-29783
63775,5204
63776,21745
63777,-80028
63778,83977
63779,56822
63780,-75837
63781,-8067
63782,66003
63783,-26037
63784,-19302
63785,7266
63786,-14223
63787,-9734
63788,86109
63789,34104
63790,78752
63791,-29924
63792,-84097
63793,63643
63794,98041
63795,93862
63796,97255
63797,31062
63798,14907
63799,-24794
63800,56550
63801,22183
63802,30858
63803,5792
63804,-60277
63805,68412
63806,-4780
63807,-71351
63808,-88132
63809,24523
63810,39299
63811,-79758
63812,-92423
63813,43249
63814,-89919
63815,98123
63816,-89148
63817,-32934
63818,95852
63819,31748
63820,87420
63821,67231
63822,-47716
63823,8302
63824,36461
63825,40467
63826,51398
63827,-45132
63828,51690
63829,32662
63830,4317
63831,88912
63832,16234
63833,-20068
63834,-15564
63835,45414
63836,-28039
63837,-5853
63838,-43381
63839,-12154
63840,59008
63841,-18896
63842,53229
63843,-12195
63844,97344
63845,80149
63846,-86514
63847,-71079
63848,17158
63849,-31827
63850,-3368
63851,-58276
63852,4807
63853,66894
63854,-53838
63855,-20033
63856,-25531
63857,55087
63858,-32763
63859,-29150
63860,-32352
63861,92300
63862,32167
63863,42879
63864,-75466
63865,-43579
63866,-23491
63867,-22250
63868,-47907
63869,15133
63870,-20067
63871,9711
63872,-56507
63873,26031
63874,25852
63875,81689
63876,97820
63877,76700
63878,76281
63879,92770
63880,-48670
63881,-50475
63882,-65071
63883,85741
63884,-43666
63885,47745
63886,-27112
63887,35968
63888,-32707
63889,99278
63890,-44710
63891,-2177
63892,38399
63893,38580
63894,59499
63895,-26170
63896,34219
63897,83975
63898,-7651
63899,70971
63900,7281
63901,-66347
63902,45740
63903,21855
63904,-22909
63905,-64396
63906,5433
63907,30192
63908,-54686
63909,73812
63910,-48282
63911,-15771
63912,5986
63913,-34238
63914,-46882
63915,27746
63916,-86846
63917,-62653
63918,-18987
63919,92991
63920,-82553
63921,45127
63922,-12137
63923,-34441
63924,-23787
63925,17210
63926,-8955
63927,2447
63928,-71397
63929,22530
63930,79794
63931,-61620
63932,22400
63933,-49365
63934,-24982
63935,-37387
63936,-27813
63937,44219
63938,22791
63939,95295
63940,66172
63941,-69290
63942,45677
63943,-84856
63944,-80705
63945,9179
63946,52962
63947,-11485
63948,-1854
63949,58007
63950,22826
63951,11125
63952,-69129
63953,34945
63954,19448
63955,-74528
63956,29762
63957,-47141
63958,97346
63959,-37456
63960,10463
63961,37187
63962,70557
63963,35053
63964,51139
63965,66528
63966,-55734
63967,-45306
63968,79874
63969,33104
63970,48890
63971,-16508
63972,39017
63973,-73978
63974,19054
63975,-63644
63976,-20784
63977,-39431
63978,68793
63979,-9911
63980,74133
63981,-78504
63982,-27796
63983,-69154
63984,-41850
63985,96893
63986,69014
63987,-38118
63988,60388
63989,-41044
63990,5627
63991,-68313
63992,57829
63993,32668
63994,85626
63995,26911
63996,38777
63997,-9279
63998,43289
63999,28214
64000,66814
64001,-66779
64002,13905
64003,-92099
64004,27344
64005,-73203
64006,-39113
64007,66989
64008,-63929
64009,-17414
64010,20859
64011,90610
64012,97240
64013,57311
64014,11131
64015,76771
64016,61897
64017,-94582
64018,215
64019,70220
64020,14892
64021,55016
64022,-38842
64023,-44153
64024,12695
64025,49150
64026,86267
64027,90142
64028,-80732
64029,53629
64030,93990
64031,87237
64032,-31891
64033,24006
64034,-32776
64035,-58172
64036,-46747
64037,-68914
64038,-77159
64039,99477
64040,25565
64041,-59811
64042,14076
64043,32960
64044,-71496
64045,79067
64046,93329
64047,33297
64048,89208
64049,7523
64050,-39038
64051,92038
64052,71598
64053,43283
64054,-76716
64055,-44948
64056,27998
64057,-50750
64058,29337
64059,46114
64060,-25191
64061,-88950
64062,-94664
64063,5301
64064,83202
64065,-59021
64066,-59173
64067,-15570
64068,97379
64069,-27776
64070,39775
64071,-19684
64072,41595
64073,57669
64074,95189
64075,-94780
64076,-44198
64077,-41933
64078,87017
64079,15449
64080,94245
64081,42377
64082,71073
64083,17617
64084,81567
64085,68475
64086,-39269
64087,-17096
64088,-6929
64089,36547
64090,83444
64091,86963
64092,-67633
64093,-37581
64094,853
64095,-86317
64096,-60076
64097,-502
64098,-22390
64099,-46001
64100,-93817
64101,80491
64102,-52297
64103,-65389
64104,-19434
64105,69135
64106,-49395
64107,47241
64108,54539
64109,-23260
64110,-98083
64111,-85576
64112,-55447
64113,-61262
64114,4495
64115,-34494
64116,-75505
64117,-60921
64118,-66514
64119,-18620
64120,18532
64121,-55770
64122,36578
64123,79820
64124,75556
64125,-6830
64126,5251
64127,57163
64128,22954
64129,67986
64130,41331
64131,84550
64132,34941
64133,-49719
64134,-27553
64135,-50126
64136,71409
64137,92182
64138,50111
64139,-29710
64140,37486
64141,-97021
64142,-31967
64143,-75605
64144,-50733
64145,-19966
64146,93933
64147,74616
64148,11808
64149,3312
64150,75435
64151,53208
64152,34151
64153,-65505
64154,-50798
64155,-95074
64156,-56637
64157,67891
64158,93723
64159,29261
64160,49871
64161,-63706
64162,54351
64163,85452
64164,46847
64165,-72782
64166,18618
64167,-69479
64168,-35101
64169,96287
64170,-12068
64171,-53670
64172,26358
64173,13925
64174,-5980
64175,12479
64176,48506
64177,-407
64178,36563
64179,-97545
64180,12834
64181,-19685
64182,25101
64183,-59767
64184,-14340
64185,64829
64186,77294
64187,11856
64188,66875
64189,83380
64190,-31330
64191,21943
64192,95133
64193,-65400
64194,48739
64195,-3514
64196,6625
64197,59946
64198,-64924
64199,-30320
64200,89971
64201,-383
64202,-14167
64203,-85607
64204,65322
64205,11859
64206,-24075
64207,-5519
64208,40378
64209,-38561
64210,-37321
64211,-43078
64212,-51552
64213,74285
64214,67104
64215,-35952
64216,-49234
64217,86614
64218,-36675
64219,-35219
64220,93238
64221,-7900
64222,-79315
64223,83131
64224,-77924
64225,54628
64226,-11373
64227,91122
64228,66474
64229,98746
64230,-91925
64231,-28412
64232,65222
64233,-57509
64234,-64218
64235,-82005
64236,-17175
64237,96160
64238,-25765
64239,33560
64240,8848
64241,74947
64242,-445
64243,-21487
64244,-88363
64245,-52913
64246,51689
64247,-77403
64248,-19769
64249,87130
64250,-57840
64251,-51235
64252,-44241
64253,-14468
64254,-98792
